Material,Ultimate tensile strength,Yield strength,Young's modulus,Shear modulus,Poisson's ratio,Density,Use
Aluminum Alloy Alclad 3003-O,110,41,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3003-H12,131,124,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3003-H14,152,145,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3003-H16,179,172,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3003-H18,200,186,73000,26000,0.33,2700,No
Aluminum Alloy 3004-O,179,69,73000,26000,0.33,2700,No
Aluminum Alloy 3004-H32,214,172,73000,26000,0.33,2700,No
Aluminum Alloy 3004-H34,241,200,73000,26000,0.33,2700,No
Aluminum Alloy 3004-H36,262,228,73000,26000,0.33,2700,No
Aluminum Alloy 3004-H38,283,248,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3004-O,179,69,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3004-H32,214,172,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3004-H34,241,200,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3004-H36,262,228,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 3004-H38,283,248,73000,26000,0.33,2700,No
Aluminum Alloy 3105-O,117,55,73000,26000,0.33,2700,No
Aluminum Alloy 3105-H12,152,131,73000,26000,0.33,2700,No
Aluminum Alloy 3105-H14,172,152,73000,26000,0.33,2700,No
Aluminum Alloy 3105-H16,193,172,73000,26000,0.33,2700,No
Aluminum Alloy 3105-H18,214,193,73000,26000,0.33,2700,No
Aluminum Alloy 3105-H25,179,159,73000,26000,0.33,2700,No
Aluminum Alloy 4032-T6,379,317,73000,26000,0.33,2700,No
Aluminum Alloy 5005-O,124,41,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H12,138,131,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H14,159,152,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H16,179,172,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H18,200,193,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H32,138,117,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H34,159,138,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H36,179,165,73000,26000,0.33,2700,No
Aluminum Alloy 5005-H38,200,186,73000,26000,0.33,2700,No
Aluminum Alloy 5050-O,145,55,73000,26000,0.33,2700,No
Aluminum Alloy 5050-H32,172,145,73000,26000,0.33,2700,No
Aluminum Alloy 5050-H34,193,165,73000,26000,0.33,2700,No
Aluminum Alloy 5050-H36,207,179,73000,26000,0.33,2700,No
Aluminum Alloy 5050-H38,221,200,73000,26000,0.33,2700,No
Aluminum Alloy 5052-O,193,90,73000,26000,0.33,2700,No
Aluminum Alloy 5052-H32,228,193,73000,26000,0.33,2700,No
Aluminum Alloy 5052-H34,262,214,73000,26000,0.33,2700,No
Aluminum Alloy 5052-H36,276,241,73000,26000,0.33,2700,No
Aluminum Alloy 5052-H38,290,255,73000,26000,0.33,2700,No
Aluminum Alloy 5056-O,290,152,73000,26000,0.33,2700,No
Aluminum Alloy 5056-H18,434,407,73000,26000,0.33,2700,No
Aluminum Alloy 5056-H38,414,345,73000,26000,0.33,2700,No
Aluminum Alloy 5083-O,290,145,73000,26000,0.33,2700,No
Aluminum Alloy 5083-H116,317,228,73000,26000,0.33,2700,No
Aluminum Alloy 5083-H321,317,228,73000,26000,0.33,2700,No
Aluminum Alloy 5086-O,262,117,73000,26000,0.33,2700,No
Aluminum Alloy 5086-H32,290,207,73000,26000,0.33,2700,No
Aluminum Alloy 5086-H34,324,255,73000,26000,0.33,2700,No
Aluminum Alloy 5086-H112,269,131,73000,26000,0.33,2700,No
Aluminum Alloy 5086-H116,290,207,73000,26000,0.33,2700,No
Aluminum Alloy 5154-O,241,117,73000,26000,0.33,2700,No
Aluminum Alloy 5154-H32,269,207,73000,26000,0.33,2700,No
Aluminum Alloy 5154-H34,290,228,73000,26000,0.33,2700,No
Aluminum Alloy 5154-H36,310,248,73000,26000,0.33,2700,No
Aluminum Alloy 5154-H38,331,269,73000,26000,0.33,2700,No
Aluminum Alloy 5154-H112,241,117,73000,26000,0.33,2700,No
Aluminum Alloy 5252-H25,234,172,73000,26000,0.33,2700,No
Aluminum Alloy 5252-H28,283,241,73000,26000,0.33,2700,No
Aluminum Alloy 5252-H38,283,241,73000,26000,0.33,2700,No
Aluminum Alloy 5254-O,241,117,73000,26000,0.33,2700,No
Aluminum Alloy 5254-H32,269,207,73000,26000,0.33,2700,No
Aluminum Alloy 5254-H34,290,228,73000,26000,0.33,2700,No
Aluminum Alloy 5254-H36,310,248,73000,26000,0.33,2700,No
Aluminum Alloy 5254-H38,331,269,73000,26000,0.33,2700,No
Aluminum Alloy 5254-H112,241,117,73000,26000,0.33,2700,No
Aluminum Alloy 5454-O,248,117,73000,26000,0.33,2700,No
Aluminum Alloy 5454-H32,276,207,73000,26000,0.33,2700,No
Aluminum Alloy 5454-H34,303,241,73000,26000,0.33,2700,No
Aluminum Alloy 5454-H111,262,179,73000,26000,0.33,2700,No
Aluminum Alloy 5454-H112,248,124,73000,26000,0.33,2700,No
Aluminum Alloy 5456-O,310,159,73000,26000,0.33,2700,No
Aluminum Alloy 5456-H112,310,165,73000,26000,0.33,2700,No
Aluminum Alloy 5456-H116,352,255,73000,26000,0.33,2700,No
Aluminum Alloy 5456-H321,352,255,73000,26000,0.33,2700,No
Aluminum Alloy 5457-O,131,48,73000,26000,0.33,2700,No
Aluminum Alloy 5457-H25,179,159,73000,26000,0.33,2700,No
Aluminum Alloy 5457-H28,207,186,73000,26000,0.33,2700,No
Aluminum Alloy 5457-H38,207,186,73000,26000,0.33,2700,No
Aluminum Alloy 5652-O,193,90,73000,26000,0.33,2700,No
Aluminum Alloy 5652-H32,228,193,73000,26000,0.33,2700,No
Aluminum Alloy 5652-H34,262,214,73000,26000,0.33,2700,No
Aluminum Alloy 5652-H36,276,241,73000,26000,0.33,2700,No
Aluminum Alloy 5652-H38,290,255,73000,26000,0.33,2700,No
Aluminum Alloy 5657-H25,159,138,73000,26000,0.33,2700,No
Aluminum Alloy 5657-H28,193,165,73000,26000,0.33,2700,No
Aluminum Alloy 5657-H38,193,165,73000,26000,0.33,2700,No
Aluminum Alloy 6061-O,124,55,73000,26000,0.33,2700,No
Aluminum Alloy 6061-T4,241,145,73000,26000,0.33,2700,No
Aluminum Alloy 6061-T451,241,145,73000,26000,0.33,2700,No
Aluminum Alloy 6061-T6,310,276,73000,26000,0.33,2700,No
Aluminum Alloy 6061-T651,310,276,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 6061-O,117,48,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 6061-T4,228,131,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 6061-T451,228,131,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 6061-T6,290,255,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 6061-T651,290,255,73000,26000,0.33,2700,No
Aluminum Alloy 6063-O,90,48,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T1,152,90,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T4,172,90,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T5,186,145,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T6,241,214,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T83,255,241,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T831,207,186,73000,26000,0.33,2700,No
Aluminum Alloy 6063-T832,290,269,73000,26000,0.33,2700,No
Aluminum Alloy 6066-O,152,83,73000,26000,0.33,2700,No
Aluminum Alloy 6066-T4,359,207,73000,26000,0.33,2700,No
Aluminum Alloy 6066-T451,359,207,73000,26000,0.33,2700,No
Aluminum Alloy 6066-T6,393,359,73000,26000,0.33,2700,No
Aluminum Alloy 6066-T651,393,359,73000,26000,0.33,2700,No
Aluminum Alloy 6070-T6,379,352,73000,26000,0.33,2700,No
Aluminum Alloy 6101-H111,97,76,73000,26000,0.33,2700,No
Aluminum Alloy 6101-T6,221,193,73000,26000,0.33,2700,No
Aluminum Alloy 6262-T9,400,379,73000,26000,0.33,2700,No
Aluminum Alloy 6351-T4,248,152,73000,26000,0.33,2700,No
Aluminum Alloy 6351-T6,310,283,73000,26000,0.33,2700,No
Aluminum Alloy 6463-T1,152,90,73000,26000,0.33,2700,No
Aluminum Alloy 6463-T5,186,145,73000,26000,0.33,2700,No
Aluminum Alloy 6463-T6,241,214,73000,26000,0.33,2700,No
Aluminum Alloy 7049-T73,517,448,73000,26000,0.33,2700,No
Aluminum Alloy 7049-T7352,517,434,73000,26000,0.33,2700,No
Aluminum Alloy 7050-T73510,496,434,73000,26000,0.33,2700,No
Aluminum Alloy 7050-T7451f,524,469,73000,26000,0.33,2700,No
Aluminum Alloy 7050-T7651,552,490,73000,26000,0.33,2700,No
Aluminum Alloy 7075-O,228,103,73000,26000,0.33,2700,No
Aluminum Alloy 7075-T6,572,503,73000,26000,0.33,2700,No
Aluminum Alloy 7075-T651,572,503,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7075-O,221,97,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7075-T6,524,462,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7075-T651,524,462,73000,26000,0.33,2700,No
Aluminum Alloy 7178-O,228,103,73000,26000,0.33,2700,No
Aluminum Alloy 7178-T6,607,538,73000,26000,0.33,2700,No
Aluminum Alloy 7178-T651,607,538,73000,26000,0.33,2700,No
Aluminum Alloy 7178-T76,572,503,73000,26000,0.33,2700,No
Aluminum Alloy 7178-T7651,572,503,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7178-O,221,97,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7178-T6,558,490,73000,26000,0.33,2700,No
Aluminum Alloy Alclad 7178-T651,558,490,73000,26000,0.33,2700,No
Aluminum Alloy 8176-H24,117,97,73000,26000,0.33,2700,No
Magnesium Alloy AM100A-T61,276,152,73000,26000,0.33,1750,No
Magnesium Alloy AZ63A-T6,276,97,73000,26000,0.33,1750,No
Magnesium Alloy AZ81A-T4,276,83,73000,26000,0.33,1750,No
Magnesium Alloy AZ91C-T6,276,145,73000,26000,0.33,1750,No
Magnesium Alloy AZ91E-T6,276,145,73000,26000,0.33,1750,No
Magnesium Alloy AZ92A-T6,276,152,73000,26000,0.33,1750,No
Magnesium Alloy EZ33A-T5,159,110,73000,26000,0.33,1750,No
Magnesium Alloy HK31A-T6,221,103,73000,26000,0.33,1750,No
Magnesium Alloy HZ32A-T6,186,90,73000,26000,0.33,1750,No
Magnesium Alloy K1A-F,179,55,73000,26000,0.33,1750,No
Magnesium Alloy QE22A-T6,262,193,73000,26000,0.33,1750,No
Magnesium Alloy QH21A-T6,276,207,73000,26000,0.33,1750,No
Magnesium Alloy ZE41A-T5,207,138,73000,26000,0.33,1750,No
Magnesium Alloy ZE63A-T6,303,193,73000,26000,0.33,1750,No
Magnesium Alloy ZH62A-T5,241,152,73000,26000,0.33,1750,No
Magnesium Alloy ZK51A-T5,207,138,73000,26000,0.33,1750,No
Magnesium Alloy ZK61A-T6,310,193,73000,26000,0.33,1750,No
Magnesium Alloy WE54A-F,276,200,73000,26000,0.33,1750,No
Magnesium Alloy AZ91A-F,234,159,73000,26000,0.33,1750,No
Magnesium Alloy AZ91B-FAZ91B-F,234,159,73000,26000,0.33,1750,No
Magnesium Alloy AZ91D-F,234,159,73000,26000,0.33,1750,No
Magnesium Alloy AM60A-F,221,131,73000,26000,0.33,1750,No
Magnesium Alloy AM60B-F,221,131,73000,26000,0.33,1750,No
Magnesium Alloy AS41A-F,214,138,73000,26000,0.33,1750,No
Magnesium Alloy AZ10A-F,241,145,73000,26000,0.33,1750,No
Magnesium Alloy AZ31B-F,262,200,73000,26000,0.33,1750,No
Magnesium Alloy AZ31C-F,262,200,73000,26000,0.33,1750,No
Magnesium Alloy AZ61A-F,310,228,73000,26000,0.33,1750,No
Magnesium Alloy AZ80A-T5,379,276,73000,26000,0.33,1750,No
Magnesium Alloy HM31A-F,290,228,73000,26000,0.33,1750,No
Magnesium Alloy M1A-F,255,179,73000,26000,0.33,1750,No
Magnesium Alloy ZK40A-T5,276,255,73000,26000,0.33,1750,No
Magnesium Alloy ZK60A-F,352,283,73000,26000,0.33,1750,No
Magnesium Alloy AZ31B-H24,290,221,73000,26000,0.33,1750,No
Magnesium Alloy AZ31C-H24,290,221,73000,26000,0.33,1750,No
Magnesium Alloy HK31A-H24,262,207,73000,26000,0.33,1750,No
Magnesium Alloy HM21A-T8,234,172,73000,26000,0.33,1750,No
EN 11SMn30,380,230,206000,80000,0.3,7860,No
EN 10S2O,360,225,206000,80000,0.3,7860,No
EN 35S20,600,380,206000,80000,0.3,7860,No
EN FeP01,270,280,206000,80000,0.3,7860,No
EN FeP03,270,240,206000,80000,0.3,7860,No
EN FeP04,270,210,206000,80000,0.3,7860,No
EN SPT360,360,225,206000,80000,0.3,7860,No
EN P235GH,360,225,206000,80000,0.3,7860,No
EN S235JRG1,340,225,206000,80000,0.3,7860,No
EN S235JRH,340,225,206000,80000,0.3,7860,No
EN S235JRG2,340,225,206000,80000,0.3,7860,No
EN S235JO,340,225,206000,80000,0.3,7860,No
EN P265GH,410,225,206000,80000,0.3,7860,No
EN S275JR,410,265,206000,80000,0.3,7860,No
EN S275J2G3,410,265,206000,80000,0.3,7860,No
EN S275J2HG3,410,265,206000,80000,0.3,7860,No
EN S355J2G3,490,345,206000,80000,0.3,7860,Yes
EN S355J2H,490,345,206000,80000,0.3,7860,Yes
EN S355JO,490,345,206000,80000,0.3,7860,Yes
EN S355JOH,490,345,206000,80000,0.3,7860,Yes
EN SPT410,410,255,206000,80000,0.3,7860,No
EN SPT510,510,345,206000,80000,0.3,7860,No
EN E295,470,285,206000,80000,0.3,7860,Yes
EN E355,570,325,206000,80000,0.3,7860,No
EN E360,690,355,206000,80000,0.3,7860,No
EN C10E,420,300,206000,80000,0.3,7860,Yes
EN C15E,440,340,206000,80000,0.3,7860,Yes
EN C22,470,290,206000,80000,0.3,7860,Yes
EN C25,500,320,206000,80000,0.3,7860,No
EN C30,550,350,206000,80000,0.3,7860,No
EN C35,600,380,206000,80000,0.3,7860,No
EN C40,630,400,206000,80000,0.3,7860,No
EN C45,650,430,206000,80000,0.3,7860,No
EN C50,700,460,206000,80000,0.3,7860,No
EN C55,750,490,206000,80000,0.3,7860,No
EN C60,800,520,206000,80000,0.3,7860,No
EN P295GH,460,290,206000,80000,0.3,7860,Yes
EN 28Mn6,700,490,206000,80000,0.3,7860,No
EN 17Cr3,580,340,206000,80000,0.3,7860,No
EN 34Cr4,800,590,206000,80000,0.3,7860,No
EN 37Cr4,850,630,206000,80000,0.3,7860,No
EN 41Cr4,900,660,206000,80000,0.3,7860,No
EN 16MnCr5,900,680,206000,80000,0.3,7860,No
EN 20MnCr5,980,680,206000,80000,0.3,7860,No
EN 16Mo3,440,270,206000,80000,0.3,7860,No
EN 13CrMo4,450,295,206000,80000,0.3,7860,Yes
EN 25CrMo4,800,600,206000,80000,0.3,7860,No
EN 34CrMo4,900,650,206000,80000,0.3,7860,No
EN 42CrMo4,1000,770,206000,80000,0.3,7860,No
EN S355J2G1W,490,345,206000,80000,0.3,7860,Yes
EN S355J0WP,490,345,206000,80000,0.3,7860,Yes
EN 51CrV4,900,700,206000,80000,0.3,7860,No
EN 10CrMo9-10,480,300,206000,80000,0.3,7860,Yes
EN 11CrMo9-10,520,310,206000,80000,0.3,7860,No
EN 16NiCr4,835,590,206000,80000,0.3,7860,No
EN 12Ni14,490,355,206000,80000,0.3,7860,Yes
EN 34CrNiMo6,1100,900,206000,80000,0.3,7860,No
EN 30CrNiMo8,1250,1050,206000,80000,0.3,7860,No
EN 12Ni19,530,390,206000,80000,0.3,7860,No
EN X8Ni9,680,585,206000,80000,0.3,7860,No
EN X6Cr13,400,230,206000,80000,0.3,7860,No
EN X12Cr13,650,450,206000,80000,0.3,7860,No
EN X20Cr13,700,500,206000,80000,0.3,7860,No
EN X30Cr13,850,650,206000,80000,0.3,7860,No
EN X6Cr17,400,240,206000,80000,0.3,7860,No
EN X17CrNi16-2,800,600,206000,80000,0.3,7860,No
EN X5CrNi18-10,500,190,206000,80000,0.3,7860,No
EN X8CrNiS18-9,500,190,206000,80000,0.3,7860,No
EN X6CrNiTi18-10,500,190,206000,80000,0.3,7860,No
EN X2CrNi19-11,460,180,206000,80000,0.3,7860,No
EN X2CrNiN18-10,550,270,206000,80000,0.3,7860,No
EN X5CrNiMo17-12-2,500,200,206000,80000,0.3,7860,No
EN X6CrNiMoTi17-12-2,500,200,206000,80000,0.3,7860,No
EN X2CrNiMo17-12-2,500,200,206000,80000,0.3,7860,No
EN X2CrNiMo18-14-3,500,200,206000,80000,0.3,7860,No
EN X3CrNiMo17-13-3,500,200,206000,80000,0.3,7860,No
EN X2CrNiMoN17-11-2,580,280,206000,80000,0.3,7860,No
EN X2CrNiMoN17-13-3,580,280,206000,80000,0.3,7860,No
EN X2CrNiMoN22-5-3,650,450,206000,80000,0.3,7860,No
EN X12CrMnNiN18-9-5,680,320,206000,80000,0.3,7860,No
Grey cast iron,150,150,85000,34000,0.25,7160,No
Grey cast iron,200,200,85000,34000,0.25,7160,No
Grey cast iron,250,250,85000,34000,0.25,7160,No
Grey cast iron,300,300,85000,34000,0.25,7160,No
Grey cast iron,350,350,85000,34000,0.25,7160,No
Nodular cast iron,500,320,169000,70000,0.2,7160,No
Nodular cast iron,600,370,169000,70000,0.2,7160,No
Nodular cast iron,700,420,169000,70000,0.2,7160,No
Nodular cast iron,800,480,169000,70000,0.2,7160,No
Malleable cast iron,400,180,160000,64000,0.27,7160,No
Malleable cast iron,500,260,160000,64000,0.27,7160,No
DIN 9SMn28,460,375,206000,80000,0.3,7860,No
DIN 10S2O,460,355,206000,80000,0.3,7860,Yes
DIN 35S20,580,365,206000,80000,0.3,7860,No
DIN USt1303,270,250,206000,80000,0.3,7860,No
DIN St1405,270,210,206000,80000,0.3,7860,No
DIN St1203,270,280,206000,80000,0.3,7860,No
DIN USt34-2,330,195,206000,80000,0.3,7860,No
DIN St34-2BK,410,320,206000,80000,0.3,7860,Yes
DIN St37.0,350,225,206000,80000,0.3,7860,No
DIN HI,360,225,206000,80000,0.3,7860,No
DIN St37-2,340,225,206000,80000,0.3,7860,No
DIN St37-2BK,440,350,206000,80000,0.3,7860,Yes
DIN RSt37-2,340,225,206000,80000,0.3,7860,No
DIN St37-3,340,225,206000,80000,0.3,7860,No
DIN HII,410,255,206000,80000,0.3,7860,No
DIN St44-2,410,265,206000,80000,0.3,7860,No
DIN St44.0,420,265,206000,80000,0.3,7860,No
DIN St44-3,410,265,206000,80000,0.3,7860,No
DIN St50-2,470,285,206000,80000,0.3,7860,Yes
DIN St52-3,490,345,206000,80000,0.3,7860,Yes
DIN St52.0,500,345,206000,80000,0.3,7860,No
DIN St52-3BK,590,470,206000,80000,0.3,7860,No
DIN St60-2,570,325,206000,80000,0.3,7860,No
DIN St70-2,670,355,206000,80000,0.3,7860,No
DIN Ck10,440,275,206000,80000,0.3,7860,No
DIN Ck15,495,295,206000,80000,0.3,7860,No
DIN Ck22,500,300,206000,80000,0.3,7860,No
DIN Ck25,500,320,206000,80000,0.3,7860,No
DIN Ck30,550,350,206000,80000,0.3,7860,No
DIN Ck35,600,370,206000,80000,0.3,7860,No
DIN Cf35,580,360,206000,80000,0.3,7860,No
DIN Ck40,630,400,206000,80000,0.3,7860,No
DIN Ck45,535,320,206000,80000,0.3,7860,No
DIN Ck45,650,430,206000,80000,0.3,7860,No
DIN Cf45,660,410,206000,80000,0.3,7860,No
DIN Ck50,700,460,206000,80000,0.3,7860,No
DIN Cf53,690,430,206000,80000,0.3,7860,No
DIN Ck55,750,500,206000,80000,0.3,7860,No
DIN Ck60,680,400,206000,80000,0.3,7860,No
DIN Ck60,800,520,206000,80000,0.3,7860,No
DIN Ck60,800,520,206000,80000,0.3,7860,No
DIN 17Mn4,460,290,206000,80000,0.3,7860,Yes
DIN 28Mn6,690,490,206000,80000,0.3,7860,No
DIN 17Cr3,590,340,206000,80000,0.3,7860,No
DIN 34Cr4,800,590,206000,80000,0.3,7860,No
DIN 37Cr4,850,630,206000,80000,0.3,7860,No
DIN 37Cr4,850,630,206000,80000,0.3,7860,No
DIN 37Cr4,1700,1300,206000,80000,0.3,7860,No
DIN 38Cr4,830,630,206000,80000,0.3,7860,No
DIN 41Cr4,900,660,206000,80000,0.3,7860,No
DIN 42Cr4,880,670,206000,80000,0.3,7860,No
DIN 37CrS4,850,630,206000,80000,0.3,7860,No
DIN 41CrS4,880,665,206000,80000,0.3,7860,No
DIN 55Cr3,1450,1270,206000,80000,0.3,7860,No
DIN 16MnCr5,900,680,206000,80000,0.3,7860,No
DIN 20MnCr5,980,680,206000,80000,0.3,7860,No
DIN 54SiCr6,1370,1180,206000,80000,0.3,7860,No
DIN 15Mo3,440,270,206000,80000,0.3,7860,No
DIN 13CrMo4,450,295,206000,80000,0.3,7860,Yes
DIN WTSt52-3,490,345,206000,80000,0.3,7860,Yes
DIN 25CrMo4,800,600,206000,80000,0.3,7860,No
DIN 34CrMo4,900,650,206000,80000,0.3,7860,No
DIN 42CrMo4,1000,750,206000,80000,0.3,7860,No
DIN 41CrMo4,980,760,206000,80000,0.3,7860,No
DIN 49CrMo4,880,690,206000,80000,0.3,7860,No
DIN 30CrV9,800,600,206000,80000,0.3,7860,No
DIN 42CrV6,980,850,206000,80000,0.3,7860,No
DIN 42CrV6,980,850,206000,80000,0.3,7860,No
DIN 50CrV4,1370,1180,206000,80000,0.3,7860,No
DIN 10CrMo9-10,480,300,206000,80000,0.3,7860,Yes
DIN 41CrAlMo7,930,735,206000,80000,0.3,7860,No
DIN 32CrMo12,1230,1030,206000,80000,0.3,7860,No
DIN 31CrMo12,1000,750,206000,80000,0.3,7860,No
DIN 17CrNiMo6,1080,785,206000,80000,0.3,7860,No
DIN 10Ni14,490,355,206000,80000,0.3,7860,Yes
DIN 34CrNiMo6,1100,900,206000,80000,0.3,7860,No
DIN 30CrNiMo8,1250,1050,206000,80000,0.3,7860,No
DIN 12Ni19,530,390,206000,80000,0.3,7860,No
DIN X8Ni9,680,585,206000,80000,0.3,7860,No
DIN X6Cr13,400,250,206000,80000,0.3,7860,No
DIN X6Cr17,450,270,206000,80000,0.3,7860,No
DIN X10Cr13,600,420,206000,80000,0.3,7860,No
DIN X20Cr13,650,450,206000,80000,0.3,7860,No
DIN X30Cr13,800,600,206000,80000,0.3,7860,No
DIN X45CrSi93,900,700,206000,80000,0.3,7860,No
DIN X6CrAl13,400,250,206000,80000,0.3,7860,No
DIN X20CrNi172,750,550,206000,80000,0.3,7860,No
DIN X85CrMoV182,1000,800,206000,80000,0.3,7860,No
DIN X5CrNi1810,500,195,206000,80000,0.3,7860,No
DIN X10CrNiS189,500,195,206000,80000,0.3,7860,No
DIN X6CrNiTi1810,500,200,206000,80000,0.3,7860,No
DIN X2CrNi1911,460,180,206000,80000,0.3,7860,No
DIN X2CrNiN1810,550,270,206000,80000,0.3,7860,No
DIN X5CrNiMo17122,510,205,206000,80000,0.3,7860,No
DIN X6CrNiMoTi17122,500,210,206000,80000,0.3,7860,No
DIN X2CrNiMo17132,490,190,206000,80000,0.3,7860,No
DIN X2CrNiMo18143,490,190,206000,80000,0.3,7860,No
DIN X5CrNiMo17133,510,205,206000,80000,0.3,7860,No
DIN X2CrNiMoN17122,580,280,206000,80000,0.3,7860,No
DIN X2CrNiMoN17133,580,295,206000,80000,0.3,7860,No
DIN X2CrNiMoN17135,580,285,206000,80000,0.3,7860,No
DIN X8CrMnNi188,590,295,206000,80000,0.3,7860,No
DIN X53CrMnNiN219,950,580,206000,80000,0.3,7860,No
DIN GG - 15,150,150,85000,34000,0.25,7160,No
DIN GG - 20,200,200,85000,34000,0.25,7160,No
DIN GG - 25,250,250,85000,34000,0.25,7160,No
DIN GG - 30,300,300,85000,34000,0.25,7160,No
DIN GG - 35,350,350,85000,34000,0.25,7160,No
DIN GGG - 50,500,320,169000,70000,0.2,7160,No
DIN GGG - 60,600,370,169000,70000,0.2,7160,No
DIN GGG - 70,700,420,169000,70000,0.2,7160,No
DIN GGG - 80,800,480,169000,70000,0.2,7160,No
DIN GTS - 40,400,180,160000,64000,0.27,7160,No
DIN GTS - 50,500,260,160000,64000,0.27,7160,No
BS 230M07,430,300,206000,80000,0.3,7860,Yes
BS 212M36,635,370,206000,80000,0.3,7860,No
BS CR3GP,280,140,206000,80000,0.3,7860,No
BS CR2PL,280,140,206000,80000,0.3,7860,No
BS CR4GP,280,140,206000,80000,0.3,7860,No
BS CEW2BK,420,355,206000,80000,0.3,7860,Yes
BS CFS3NBK,360,215,206000,80000,0.3,7860,No
BS Grade 360,360,225,206000,80000,0.3,7860,No
BS CEW3BK,450,360,206000,80000,0.3,7860,No
BS 40B,340,225,206000,80000,0.3,7860,No
BS 40C,340,225,206000,80000,0.3,7860,No
BS Grade 430,410,225,206000,80000,0.3,7860,No
BS 43B,430,245,206000,80000,0.3,7860,No
BS CFS6NBK,460,280,206000,80000,0.3,7860,Yes
BS 43D,430,245,206000,80000,0.3,7860,No
BS 50B,490,355,206000,80000,0.3,7860,Yes
BS 50C,490,355,206000,80000,0.3,7860,Yes
BS 50D,490,355,206000,80000,0.3,7860,Yes
BS CFS8NBK,540,340,206000,80000,0.3,7860,No
BS CEW5BK,600,480,206000,80000,0.3,7860,No
BS 55C,550,430,206000,80000,0.3,7860,No
BS 55E,550,430,206000,80000,0.3,7860,No
BS 070M26,490,245,206000,80000,0.3,7860,No
BS 080M30,550,310,206000,80000,0.3,7860,No
BS 080M36,625,370,206000,80000,0.3,7860,No
BS 080A35,625,370,206000,80000,0.3,7860,No
BS 080M40,625,355,206000,80000,0.3,7860,No
BS 080M46,625,340,206000,80000,0.3,7860,No
BS 060A47,700,400,206000,80000,0.3,7860,No
BS 080M50,625,360,206000,80000,0.3,7860,No
BS 060A57,775,450,206000,80000,0.3,7860,No
BS 070M55,775,450,206000,80000,0.3,7860,No
BS 150M19,550,325,206000,80000,0.3,7860,No
BS 251A58,1300,1100,206000,80000,0.3,7860,No
BS 530A36,700,510,206000,80000,0.3,7860,No
BS 530M40,775,570,206000,80000,0.3,7860,No
BS 530M40,850,665,206000,80000,0.3,7860,No
BS 525A60,1380,1180,206000,80000,0.3,7860,No
BS 708A25,850,665,206000,80000,0.3,7860,No
BS 708A37,850,665,206000,80000,0.3,7860,No
BS 708M40,850,665,206000,80000,0.3,7860,No
BS 708M40,925,740,206000,80000,0.3,7860,No
BS 735A51,1370,1180,206000,80000,0.3,7860,No
BS 905M39,775,570,206000,80000,0.3,7860,No
BS 722M22,850,665,206000,80000,0.3,7860,No
BS 722M24,850,685,206000,80000,0.3,7860,No
BS 817M40,1075,925,206000,80000,0.3,7860,No
BS 403S17,420,245,206000,80000,0.3,7860,No
BS 410S21,550,340,206000,80000,0.3,7860,No
BS 420S37,700,490,206000,80000,0.3,7860,No
BS 430S17,430,245,206000,80000,0.3,7860,No
BS 401S45,900,685,206000,80000,0.3,7860,No
BS 431S29,850,635,206000,80000,0.3,7860,No
BS 304S15,480,195,206000,80000,0.3,7860,No
BS 303S31,510,190,206000,80000,0.3,7860,No
BS 321S31,490,195,206000,80000,0.3,7860,No
BS 304S11,480,180,206000,80000,0.3,7860,No
BS 310S31,510,205,206000,80000,0.3,7860,No
BS 316S11,490,190,206000,80000,0.3,7860,No
BS 316S31,510,205,206000,80000,0.3,7860,No
BS 349S54,950,580,206000,80000,0.3,7860,No
Grey cast iron,150,150,85000,34000,0.25,7160,No
Grey cast iron,200,200,85000,34000,0.25,7160,No
